OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,LAT,LONG,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD,QUANTITY RELEASED,REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB - SECTOR,YEAR
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Benzo(b)fluoranthene,1,5.12,Combustion,EfW,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Benzo(k)fluoranthene,1,5.12,Combustion,EfW,2016
GKN AEROSPACE SERVICES LTD,New Filton House Near Golf Course Lane Filton Avon,BS99 7AR,51.5095570245,-2.58280638056,Wessex,Wastewater,Chromium,20,29.3,Metals,Surface treatment,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Nickel,20,99.1,Water Industry,Water Industry,2016
Yeo Valley Farms (Production) Ltd,Lag Farm Dairy Bath Road Blagdon Avon,BS40 7SG,51.3247798511,-2.69713881308,Wessex,Air,Hydrofluorocarbons (HFCs),100,313,Food & Drink,Food & Drink,2016
P.D. Hook (Breeders) Limited,Power Station Farm Near Shepperdine Road Oldbury On Severn Avon,BS35 1RQ,51.6407776969,-2.55775319364,Wessex,Air,Particulate matter - PM10,1000,2061,Agriculture,Intensive Farming,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Phosphorus - as total P,5000,9230,Water Industry,Water Industry,2016
P.D. Hook (Breeders) Limited,Power Station Farm Near Shepperdine Road Oldbury On Severn Avon,BS35 1RQ,51.6407776969,-2.55775319364,Wessex,Air,Ammonia,1000,17931,Agriculture,Intensive Farming,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Phosphorus - as total P,5000,40400,Water Industry,Water Industry,2016
SEABANK POWER LTD,Seabank Power Station Severn Road Hallen Bristol,BS10 7SP,51.528966078,-2.65340415699,Wessex,Controlled Waters,Phosphorus - as total P,5000,55350,Combustion,Power,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Air,Methane,10000,78000,Water Industry,Water Industry,2016
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Air,Methane,10000,298000,Landfill,Non Hazardous Landfill,2016
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Air,Carbon Dioxide From Qualifying Renewable Fuel Sources,0,11500000,Landfill,Non Hazardous Landfill,2016
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Carbon dioxide,10000000,88841368,Combustion,EfW,2016
MAGNOX LIMITED,Magnox Electric Plc Oldbury Power Station Oldbury Naite Oldbury-on-Severn Avon,BS35 1RQ,51.6468354107,-2.56953463285,Wessex,Air,Trichloroethylene,1000,,Landfill,Non Hazardous Landfill,2016
MAGNOX LIMITED,Magnox Electric Plc Oldbury Power Station Oldbury Naite Oldbury-on-Severn Avon,BS35 1RQ,51.6468354107,-2.56953463285,Wessex,Air,Hydrochlorofluorocarbons (HCFCs),1,,Landfill,Non Hazardous Landfill,2016
PRAXAIR SURFACE TECHNOLOGIES LTD,Oldmixon Industrial Estate Oldmixon Crescent Weston Super Mare North Somerset,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Wastewater,Nickel,20,,Metals,Surface treatment,2016
Augean Treatment Ltd,Augean Waste Treatment Plant Smoke Lane Avonmouth Avon,BS11 0YA,51.522484406,-2.68617491996,Wessex,Wastewater,Zinc,100,,Waste treatment,Hazardous,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Wastewater,Nickel,20,,Combustion,EfW,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Dioxins and furans (PCDDs/PCDFs) - as WHO TEQ,0,,Combustion,EfW,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Dioxins and furans (PCDDs/PCDFs) - as ITEQ,0,,Combustion,EfW,2016
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Carbon monoxide,100000,,Combustion,EfW,2016
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Chlorine and inorganic chlorine compounds - as HCl,10000,,Combustion,EfW,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Total organic carbon (TOC),50000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Arsenic,5,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Chlorine and inorganic chlorine compounds - as HCl,10000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Ethyl benzene,10,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Dichloromethane (DCM) (Methylene chloride),1000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Hydrofluorocarbons (HFCs),100,,Landfill,Non Hazardous Landfill,2016
Forfarmers UK Limited,Bocm Pauls Portbury Royal Portbury Dock Portbury Avon,BS20 7XS,51.4830908897,-2.71798390852,Wessex,Air,Particulate matter - total,10000,,Food & Drink,Food & Drink,2016
Siniat Limited,Siniat Limited Redlands Avenue Easton-in-Gordano,BS20 0FB,51.48960805,-2.71088511099,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,,Cement and Minerals,Minerals,2016
WasteCare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Benzo(a)pyrene,1,,Combustion,EfW,2016
WasteCare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,"Indeno(1,2,3-cd)pyrene",1,,Combustion,EfW,2016
Andersons Waste Treatment Centre Limited,Unit 6 Hydro Estate St Andrews Road Avonmouth Avon,BS11 9HS,51.5080483334,-2.694602846,Wessex,Air,Ammonia,1000,,Waste treatment,Non Hazardous,2016
Smart Systems Limited,Arnolds Way Arnolds Way Yatton North Somerset,BS49 4QN,51.3906740067,-2.83711920115,Wessex,Wastewater,Chromium,20,,Metals,Surface treatment,2016
Smart Systems Limited,Arnolds Way Arnolds Way Yatton North Somerset,BS49 4QN,51.3906740067,-2.83711920115,Wessex,Wastewater,Nickel,20,,Metals,Surface treatment,2016
Tradebe Healthcare (Southwest) Limited,203 Burcott Lane Avonmouth Bristol,BS11 8AP,51.5178100531,-2.685960353,Wessex,Air,Carbon dioxide,10000000,,Waste treatment,Hazardous,2016
New Earth Solutions (West) Limited,Avonmouth MBT Kings Weston Lane Avonmouth Bristol Avon,BS11 9FG,51.5105921253,-2.69017461962,Wessex,Air,Carbon dioxide,10000000,,Biowaste,Biowaste treatment,2016
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Chromium,10,,Combustion,EfW,2016
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Nickel,10,,Combustion,EfW,2016
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Benzo(a)pyrene,1,,Combustion,EfW,2016
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Particulate matter - total,10000,,Combustion,EfW,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Benzo(a)pyrene,1,,Water Industry,Water Industry,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Copper,20,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Lead,20,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Carbon tetrachloride (Tetrachloromethane),10,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,"Methyl chloroform (1,1,1-Trichloroethane)",10,,Landfill,Non Hazardous Landfill,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Chlorides - as Cl,2000000,17000000,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Benzo(a)pyrene,1,2.75,Water Industry,Water Industry,2017
